comuna,geometry
LAGUNA BLANCA,"POLYGON ((-71.2092258669198 -52.8129837039534, -71.3337268752185 -52.8051556670381, -71.6369561522282 -52.4373864779391, -71.6910902048708 -52.0434547354299, -71.6920911366361 -52.0022748602636, -71.6018334464503 -52.0021863907906, -71.4656153573738 -52.0021278689398, -71.0652888035744 -52.0019933157443, -70.8783900345521 -52.0020295685815, -70.8757289630582 -52.0657119020908, -70.9221071988568 -52.7087267178791, -70.9243407961648 -52.7143121009284, -70.930367240737 -52.7228589759153, -70.932410689129 -52.7253791260559, -70.9357548702852 -52.7284421850702, -70.9381171708764 -52.7304715229623, -70.9399932054026 -52.7317984787023, -70.9522983690284 -52.7395625319946, -70.9570319800343 -52.7412287432713, -71.1947396468312 -52.8096313395943, -71.2064559326906 -52.8127520276575, -71.2092258669198 -52.8129837039534))"
LAJA,"POLYGON ((-72.5297171385139 -37.3964698793821, -72.5397085792127 -37.3960406663338, -72.5793719485183 -37.3936149809422, -72.5803459340507 -37.3935199629511, -72.6700496585331 -37.3733084793282, -72.7062314459227 -37.3523909441134, -72.7077303859822 -37.3498189206795, -72.7271178593949 -37.2711521581875, -72.7076366956646 -37.2556595564141, -72.7052335397576 -37.2539136222507, -72.7022474689284 -37.2527237434436, -72.699257341634 -37.2516748078765, -72.6361613886221 -37.2322260523696, -72.6315662150969 -37.2312131504075, -72.624998885777 -37.2298782786523, -72.6024200465699 -37.2287856866011, -72.5966688105267 -37.2285278058939, -72.5875054836778 -37.228694978081, -72.575288106161 -37.2298612108369, -72.5317686377455 -37.2372828995888, -72.5159922090205 -37.2400331796326, -72.51547722798 -37.2402971488986, -72.4896348495951 -37.2640785036832, -72.4383687454452 -37.3244099880714, -72.4377086592727 -37.3255530398485, -72.432336282715 -37.3531799550304, -72.4826072257799 -37.3907317887459, -72.4838132507485 -37.391245696417, -72.5282170687081 -37.3963898348554, -72.5297171385139 -37.3964698793821))"
LAMPA,"POLYGON ((-70.839738059727 -33.3855188946735, -70.9469300565392 -33.3855061635604, -70.9571243845367 -33.3812600276021, -70.9597844109744 -33.3797809857325, -70.962058501327 -33.3783068977538, -70.9662255437973 -33.3754418528358, -70.9842638283691 -33.3589646541416, -70.9988738727285 -33.3357304617104, -71.0012748171803 -33.331455363871, -71.0022367425734 -33.3272783662907, -71.0023906646091 -33.3234933226188, -71.0013660057123 -33.2103716022441, -70.9990267410448 -33.2003466285064, -70.9921249186055 -33.1791147436145, -70.9809643788547 -33.1734100246644, -70.9529233966976 -33.1726364040444, -70.8080439108169 -33.168748789, -70.7985876099636 -33.1690479151993, -70.7956275648974 -33.1701459743958, -70.7914483471672 -33.1718010625877, -70.784023308382 -33.1797141651255, -70.7827133457639 -33.181463187311, -70.7175962302244 -33.3279219784819, -70.7170742871875 -33.3291020151234, -70.839738059727 -33.3855188946735))"
LANCO,"POLYGON ((-72.5943599071092 -39.6469293881421, -72.6080053373613 -39.6407762236424, -72.7463810289565 -39.5653273200166, -72.7488331641778 -39.5639762949485, -72.8456659595062 -39.5070339702605, -72.8484759250597 -39.4397816022927, -72.8484778832278 -39.4397265900715, -72.8485008454488 -39.4389755778724, -72.8485018199716 -39.438921601591, -72.8485018203073 -39.4388855674669, -72.8484998612718 -39.4388625823668, -72.8484968208099 -39.4388455613287, -72.8481027668532 -39.437484572409, -72.8461295429384 -39.4306836919057, -72.8461225747224 -39.4306686994617, -72.8379206471609 -39.4131790606288, -72.8338064537148 -39.4113581064343, -72.8336294092955 -39.411280095326, -72.8317313153117 -39.4104632032258, -72.8317122899503 -39.4104551977761, -72.8285021225668 -39.4092202897393, -72.8284811333703 -39.4092122412875, -72.8256200582654 -39.4082933169228, -72.8255640371217 -39.4082753531409, -72.8253380546646 -39.4082043492294, -72.8241509207786 -39.407833351552, -72.8240609204958 -39.4078053299485, -72.8240039143175 -39.4077883831681, -72.8239699345036 -39.4077783260655, -72.823946897221 -39.4077733164384, -72.8239219023507 -39.4077683901593, -72.8238709478507 -39.4077603427811, -72.8237709084933 -39.4077463345388, -72.8229379189244 -39.4076303626874, -72.8205238424798 -39.4072974371767, -72.7952917538592 -39.4045329031483, -72.7952697462305 -39.4045319207231, -72.7952477526198 -39.4045329076371, -72.5329558888039 -39.4340426888706, -72.3292443845832 -39.5031358933883, -72.3292244649368 -39.5060148371396, -72.32930047772 -39.5072798394097, -72.3295174811383 -39.5080958441131, -72.3303686105935 -39.5085668539263, -72.4090839515571 -39.5518328975085, -72.5722289052465 -39.6387309427456, -72.588410609973 -39.6451065342841, -72.5943599071092 -39.6469293881421))"
LAS CABRAS,"POLYGON ((-71.3069267530463 -34.3296519528098, -71.4309828717862 -34.2700480561621, -71.4329819307657 -34.268971045352, -71.4344559420478 -34.2673130187351, -71.5727305012796 -34.0820222360599, -71.573503517737 -34.0793391859343, -71.5741194306719 -34.0766602501422, -71.5745484240683 -34.0741321944245, -71.5750332992912 -34.067159256881, -71.5746671483322 -34.065488266088, -71.4780374644551 -34.0174230001993, -71.4753653427372 -34.0163449948874, -71.4715552022325 -34.015779113971, -71.4656909602582 -34.0152552276453, -71.4611248137333 -34.015455280431, -71.3018784415819 -34.0324728922129, -71.3016164438323 -34.0326159190774, -71.2997993389343 -34.0336098940549, -71.0700943809609 -34.181207361168, -71.0714206508209 -34.1908973054831, -71.0871869486426 -34.2196799178077, -71.1107024628198 -34.2472234561874, -71.1115485714548 -34.248126475417, -71.3069267530463 -34.3296519528098))"
LAS CONDES,"POLYGON ((-70.4440827407059 -33.4859462139581, -70.4460758115211 -33.4853181013136, -70.585339828899 -33.4344329857798, -70.6084062979654 -33.4187786155916, -70.6076041765479 -33.4153786250805, -70.6071831176156 -33.4143716789475, -70.6061830373398 -33.4119946758101, -70.4932227038551 -33.3631996181447, -70.4807702620705 -33.36289981022, -70.4757740697646 -33.3637818953354, -70.4751991324661 -33.3640468452667, -70.4528059956508 -33.3973981731082, -70.4343690443866 -33.4268234725922, -70.4325590725092 -33.431672416167, -70.4319370790194 -33.4333514791034, -70.4273583442312 -33.451319487424, -70.4272934638805 -33.4581474947529, -70.4273215109765 -33.4598654948683, -70.4275745808707 -33.4626954984553, -70.4337842299493 -33.4802413521571, -70.4388555462129 -33.485583236749, -70.4431577113087 -33.4858972011519, -70.4440827407059 -33.4859462139581))"
LAUTARO,"POLYGON ((-72.4473238314969 -38.6717223000526, -72.5601850902266 -38.6401933865082, -72.5697344329529 -38.637369276915, -72.5713044314741 -38.6366782198603, -72.5797405268706 -38.6282731124493, -72.581995475478 -38.6259940960741, -72.6411944428676 -38.5509486225951, -72.6374402548131 -38.5172360521187, -72.6363001503608 -38.5134920329829, -72.6127423892675 -38.4524190725423, -72.123014049864 -38.4193725142873, -72.1215380504093 -38.4194115144902, -72.0974181322064 -38.4208339418826, -72.09561212549 -38.4214029831863, -72.0874478866164 -38.4241691235501, -71.8629432997616 -38.5537892236578, -71.8541642145139 -38.5626303124612, -71.853475280792 -38.5644402709046, -71.8525573263729 -38.5690243166487, -71.8849955575647 -38.6012423578143, -71.8953649688025 -38.6038942120675, -72.0006504941468 -38.6189420977721, -72.4473238314969 -38.6717223000526))"
LEBU,"POLYGON ((-73.577669931389 -37.8157202041279, -73.5790679598751 -37.8152722033075, -73.579228918796 -37.8151621728792, -73.5820759755347 -37.8128271420753, -73.6591224103644 -37.734302324183, -73.6592924612784 -37.7340343317668, -73.6648782660447 -37.7216782778704, -73.6796641570086 -37.6295087698201, -73.6796750624629 -37.6289287332354, -73.6786709299134 -37.6238098870721, -73.6738830883047 -37.6017021417584, -73.6729278907315 -37.5979771569117, -73.6727889084103 -37.5975691434187, -73.5962675701816 -37.4391218529203, -73.5958145389432 -37.4387237941584, -73.5075937759926 -37.4213106154636, -73.506793788428 -37.4213006473982, -73.50494667147 -37.421772606057, -73.483733089944 -37.4286629477032, -73.481452025865 -37.4294800293153, -73.4804530428942 -37.4300090082633, -73.4201440955849 -37.4733938735692, -73.4194981529886 -37.4744168296326, -73.4192790964151 -37.4754448484658, -73.4415681078045 -37.5499468683816, -73.5122982688389 -37.7413820468841, -73.5129993899698 -37.7428419868117, -73.5148374998433 -37.7459409205077, -73.5154745881142 -37.7469938724412, -73.5505923532897 -37.7975148767933, -73.5551687129574 -37.8029106867209, -73.557170877358 -37.805256707752, -73.5581739132223 -37.806313672856, -73.5593989859941 -37.8072565720919, -73.5609870474836 -37.8083785365399, -73.5770108825502 -37.8157121806815, -73.577669931389 -37.8157202041279))"
LICANTEN,"POLYGON ((-72.1455367397712 -35.0579750489381, -72.1527749701699 -35.057660876779, -72.1564851166649 -35.0571418769845, -72.1599232318696 -35.0554047779518, -72.1633222436543 -35.0525167000072, -72.1683872551013 -35.0468796748345, -72.1733903225877 -35.0396055834637, -72.1752433098997 -35.0359536457011, -72.1797642187033 -35.0266686111774, -72.1879000036415 -34.9688656967985, -72.1887836083153 -34.9514176961336, -72.187894313597 -34.9407038093385, -72.1834513154516 -34.907008998363, -72.1815649157753 -34.8935881021398, -72.1807398022365 -34.8913391211062, -72.1800437150812 -34.8905801016802, -72.1715753402791 -34.885032278052, -72.1609717844651 -34.8786904860364, -72.159375631421 -34.8778015427435, -72.1583986538129 -34.8773755852928, -72.1339037900918 -34.881613978639, -71.8537080951399 -34.9416144884314, -71.8433028581593 -34.9491726847679, -71.841139845184 -34.9514667331135, -71.8382918636282 -34.9555707665743, -71.834898968758 -34.9655827576108, -71.8361081597028 -34.9713907493398, -71.8390034884681 -34.9774346405074, -71.8527172533676 -34.9878603739839, -72.091029515193 -35.0477130188689, -72.1455367397712 -35.0579750489381))"
LIMACHE,"POLYGON ((-71.1972261053053 -33.1617944573676, -71.1991591451402 -33.1609184584675, -71.2355651357732 -33.1439359288238, -71.4310710452732 -33.0033209215605, -71.4329630890388 -33.0014058831665, -71.4421315552536 -32.9223138365933, -71.4399124900461 -32.9218838843724, -71.4303401500582 -32.9200780288612, -71.4126933807259 -32.9176363695993, -71.4109643176393 -32.917478390671, -71.3697038263441 -32.9177220374229, -71.3677397596459 -32.917814105352, -71.3660617006078 -32.918309100924, -71.2176904608618 -32.9703404317086, -71.1409088430406 -33.107961454409, -71.1396708250832 -33.1107974858197, -71.1362099545875 -33.1226275518891, -71.1355132325909 -33.1347565034656, -71.1380363165653 -33.1361855301755, -71.1543731190903 -33.1448072401296, -71.1972261053053 -33.1617944573676))"
LINARES,"POLYGON ((-71.0649419786992 -36.2237053492842, -71.3530941975033 -36.1604636340696, -71.3561902684807 -36.1597315829713, -71.3676545046089 -36.1548204203541, -71.3756867639112 -36.1497463019007, -71.7927486482519 -35.7874798113123, -71.7933856080032 -35.7869127791782, -71.7957286388045 -35.7846367288919, -71.7967426278949 -35.7831697244914, -71.797281692417 -35.781972720666, -71.7974115644326 -35.7801557695546, -71.7967283444519 -35.7716937542737, -71.7963712995324 -35.7698137915362, -71.795867280686 -35.7678638742443, -71.7665864893503 -35.7042186495386, -71.7651444415275 -35.7036486538824, -71.7615642218573 -35.7022747588716, -71.7603382613147 -35.7023968296903, -71.7379884864957 -35.7055721524063, -71.071529534462 -35.8544200099157, -71.049132768355 -35.8597704319166, -71.0465977683727 -35.8605823964727, -71.0056301440177 -36.085111040475, -71.0055550954489 -36.0868210105423, -71.0199312451884 -36.1817163576814, -71.0346475550371 -36.2110528797411, -71.0353826252768 -36.2120299213807, -71.0445122193108 -36.2218567035401, -71.0467672803549 -36.2220876625914, -71.0649419786992 -36.2237053492842))"
LITUECHE,"POLYGON ((-71.7622204054451 -34.2441875803851, -71.7829041621047 -34.2416541738216, -71.7866851979242 -34.2410231245009, -71.7915953152509 -34.2397030365287, -72.0016854189758 -34.1731447201973, -72.0074576350563 -34.1332807695418, -72.0072505613214 -34.1306927597554, -71.9709482273634 -34.088199573441, -71.9684721190834 -34.0862415381681, -71.9425296762013 -34.0680550890996, -71.7036266261469 -33.9678043906575, -71.7010974860744 -33.9677164387605, -71.5613968761916 -33.9876186397779, -71.4975847885781 -33.9979667388051, -71.4613548817419 -34.0152983073282, -71.4611248137333 -34.015455280431, -71.5709069373303 -34.1440881025149, -71.7346112303869 -34.2384170598675, -71.7589022392349 -34.2437165787033, -71.7622204054451 -34.2441875803851))"
LLAILAY,"POLYGON ((-70.985974167477 -32.9780051384026, -70.9947943985084 -32.9772900552298, -71.0110670776691 -32.9759667507982, -71.0146021246758 -32.9750447531472, -71.0315973640466 -32.9143454889144, -71.0383038655803 -32.8811964178233, -71.0384348722525 -32.8799214464917, -71.0396900849417 -32.8448324938562, -71.0375838442023 -32.8342804778038, -71.0361266541683 -32.8324215520235, -70.9913035435803 -32.8082893319545, -70.9755537872908 -32.7999505308822, -70.970152524999 -32.7982786669394, -70.9647703208043 -32.7983917418094, -70.7679996159467 -32.8245838313178, -70.7641776892 -32.8312859239193, -70.73873402294 -32.8881262463548, -70.7379479670268 -32.8902302678651, -70.7371710358679 -32.8927262797702, -70.7295152889064 -32.9176813508951, -70.7296393713758 -32.9198373715929, -70.7307085510645 -32.9237473741441, -70.76790704535 -32.9329357528397, -70.9435375089514 -32.9722828796937, -70.985974167477 -32.9780051384026))"
LLANQUIHUE,"POLYGON ((-73.2623371093074 -41.3113220151133, -73.2989465612479 -41.3112192246846, -73.3026008987041 -41.2907383894885, -73.3276672999835 -41.129757891942, -73.3251781953242 -41.1294268799935, -73.3227600689844 -41.1293379828891, -73.320642028094 -41.1293070177184, -73.0171363902311 -41.182311383862, -72.9127141746565 -41.2028412612617, -72.9155205242757 -41.2108500819137, -72.9219613611106 -41.2290917397807, -72.9310033136184 -41.2465723794804, -72.9491868741572 -41.2698237396815, -72.9693823203837 -41.2902521052394, -73.0588852289967 -41.3054881372877, -73.2037758824374 -41.3109001660856, -73.2045489662792 -41.3109121331089, -73.2623371093074 -41.3113220151133))"
LO BARNECHEA,"POLYGON ((-70.3513004498627 -33.4912436526657, -70.3951150133198 -33.4893129687366, -70.3985751433063 -33.4888868712892, -70.4022442125924 -33.4883638225555, -70.4271481152959 -33.4841364906266, -70.4281460848361 -33.4836214089385, -70.4337842299493 -33.4802413521571, -70.5818837521511 -33.3508982034285, -70.5879438855456 -33.3450490955295, -70.5896838926962 -33.3433660773966, -70.5940409296001 -33.3367409839388, -70.6007678050671 -33.3219658519933, -70.6009917455625 -33.3196548575769, -70.6008656052412 -33.3127319020588, -70.5580494258901 -33.2427086719181, -70.5573692962206 -33.241758767654, -70.4251188803103 -33.1284070142345, -70.4229487116065 -33.1267400233729, -70.4196525767838 -33.1244760612871, -70.4171454554544 -33.1232191959848, -70.3720843956301 -33.105363901778, -70.3385738495101 -33.0959304500213, -70.3360617853826 -33.0958814643021, -70.3337477655989 -33.0962115477393, -70.3243274281142 -33.0992846450588, -70.3212553100054 -33.1006136740548, -70.302143884474 -33.1115560290117, -70.2728192584018 -33.1315324176881, -70.2703312119196 -33.1332355002529, -70.2177551460527 -33.2156312138882, -70.2168071036668 -33.2173872512097, -70.1835291124578 -33.3169356679111, -70.1760975034318 -33.345756715184, -70.1773848199521 -33.3561307503306, -70.1783208329843 -33.3575366947984, -70.2024475180642 -33.3900601924698, -70.2171075735764 -33.4095759782862, -70.2183515646068 -33.4109779259231, -70.2395358434885 -33.4324735777777, -70.2429470338513 -33.4353895249049, -70.2597939686448 -33.4447632148062, -70.2750906459011 -33.4525840206213, -70.3513004498627 -33.4912436526657))"
LO ESPEJO,"POLYGON ((-70.6862120072556 -33.5418271462181, -70.6873301110352 -33.5414361425847, -70.7034725404135 -33.5355188441048, -70.7071406166373 -33.5341218477649, -70.7067605587303 -33.529330858088, -70.7067364836265 -33.5290427850033, -70.7064724380261 -33.5273807862906, -70.7063614576696 -33.5267798285705, -70.7063024154289 -33.526520839649, -70.7061934282587 -33.5261248189694, -70.7057673352063 -33.5248567988286, -70.7033912001455 -33.5197478724793, -70.6984497606208 -33.5096209821631, -70.6963255376304 -33.5053110561719, -70.6961826039039 -33.5052130048291, -70.6960205639169 -33.5051230507534, -70.6958355876916 -33.5050610085487, -70.6956045383891 -33.5050040264754, -70.6953944692194 -33.5049680430946, -70.6845131505406 -33.5086172169637, -70.6773739536689 -33.5110913610863, -70.6719578362072 -33.5134264221228, -70.6718688408526 -33.5134673979702, -70.6743720403569 -33.5187384014542, -70.675065108042 -33.5201973516616, -70.6778203861059 -33.5259113426388, -70.6779193897603 -33.5261153449033, -70.6783163801355 -33.5269282727479, -70.6788544413572 -33.5280263114881, -70.6791274479135 -33.5285752497541, -70.6796304930402 -33.5295432838797, -70.6801175451171 -33.5304742870549, -70.6809726553462 -33.5321052295481, -70.6811866368011 -33.5325072368787, -70.682513718579 -33.5349921695618, -70.6832508167793 -33.5363641770588, -70.6835328446433 -33.5368861904467, -70.6862070494309 -33.5418221753597, -70.6862120072556 -33.5418271462181))"
LO PRADO,"POLYGON ((-70.7124330913282 -33.4612528860919, -70.713310144649 -33.4612398687194, -70.7137071609052 -33.4612178649974, -70.7138531423652 -33.4612008015278, -70.7142031680989 -33.461157801623, -70.7143592127239 -33.4611378000572, -70.716378236088 -33.4607477683441, -70.7393399781475 -33.4562903841985, -70.7398600652678 -33.4561893897796, -70.7414208873181 -33.4484114018754, -70.741704743649 -33.4390824504969, -70.7310513050911 -33.4389685707426, -70.7309452982139 -33.4389705891763, -70.722176034487 -33.4393277200968, -70.7078905568426 -33.4407479848881, -70.7063638442322 -33.4598659099236, -70.7115651052323 -33.4611198552761, -70.7118591654215 -33.4611748627666, -70.7124330913282 -33.4612528860919))"
